characters-href,Image-src,name,Nationality,Ethnicity,Age,Born,Died,Eye color,Hair color,Skin color,Gender,Love interest,Allies,Enemies,Weapon of choice,Fighting styles,Profession,Position,Predecessor,Successor,Affiliation,First appearance,Last appearance,Voiced by
"https://avatar.fandom.com/wiki/Chio","https://static.wikia.nocookie.net/avatar/images/b/b7/Chio.png/revision/latest?cb=20200425025031","Chio","Maizu Village, Earth Kingdom","Earth Kingdom","","","","Black","Black","Medium tan","Woman","","Team Avatar","Fire Nation","","","","","","","","""Origami"" (only appearance)","",""
"https://avatar.fandom.com/wiki/Chin","https://static.wikia.nocookie.net/avatar/images/6/6f/Chin_the_Great.png/revision/latest?cb=20140215111604","Chin","Earth Kingdom","Earth Kingdom","","","270 BG","","Black","","Man","","","Avatar","Earth","","","Warlord","","","","""Avatar Day"" (flashback only)","",""
"https://avatar.fandom.com/wiki/Chesa","","Chesa","Fire Nation colonies","Earth Kingdom","","","","","","","Man","","Taiki","","Earth","","","","","","","Adventure Booklet 4: Air & Wind (only appearance)","",""
"https://avatar.fandom.com/wiki/Chen","","Chen","Date Grove, Earth Kingdom","Si Wong tribes","","","","","","","Man","","Lek","","","","Criminal","","","","","""Memories"" (mentioned only)","",""
"https://avatar.fandom.com/wiki/Captured_agent","https://static.wikia.nocookie.net/avatar/images/8/89/Captured_agent.png/revision/latest?cb=20140517110639","Captured agent","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Black","","Man","","Long Feng","Azula","Earth","","Dai Li agent","","","","","""The Crossroads of Destiny"" (only appearance)","","Phil LaMarr"
"https://avatar.fandom.com/wiki/Canyon_guide","https://static.wikia.nocookie.net/avatar/images/d/db/Canyon_guide.png/revision/latest?cb=20131202201055","Canyon guide","Earth Kingdom","Earth Kingdom","","","","","White","","Man","","Team Avatar","Canyon crawlers","Earth","","Tour guide (formerly)","","","","","""The Great Divide""
 (only appearance)","","Leonard Stone"
"https://avatar.fandom.com/wiki/Calm_man","https://static.wikia.nocookie.net/avatar/images/b/b6/Calm_man.png/revision/latest?cb=20130814093330","Calm man","Makapu Village, Earth Kingdom","Earth Kingdom","","","","","Gray","","Man","","Wu","Fire Nation","","","","","","","","""The Fortuneteller"" (only appearance)","","Clyde Kusatsu"
"https://avatar.fandom.com/wiki/Cabbage_merchant","https://static.wikia.nocookie.net/avatar/images/2/2f/Cabbage_merchant.png/revision/latest?cb=20140112200908","Cabbage merchant","Earth Kingdom","Earth Kingdom","","","","Dark brown","Gray","Tan","Man","","Cabbage Corp","passport attendant","","","ChefBusinessmanMerchant of cabbage","Merchant of cabbage","","","Cabbage Corp","""The King of Omashu""","","James Sie"
"https://avatar.fandom.com/wiki/Bumi%27s_advisor","https://static.wikia.nocookie.net/avatar/images/f/f7/Bumi%27s_advisor.png/revision/latest?cb=20220220140516","Bumi's advisor","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Graying","","Man","","Lian","Aang","Earth","","Government official","","","","","Avatar: The Last Airbender (video game) (only appearance)","",""
"https://avatar.fandom.com/wiki/Bumi_(King_of_Omashu)","https://static.wikia.nocookie.net/avatar/images/e/e8/King_Bumi.png/revision/latest?cb=20140106141303","","Omashu, Earth Kingdom","Earth Kingdom","112 in Avatar: The Last Airbender[3]","12 BG","Between 102 and 124 AG[4]","Green","White (red in youth[5])","","Man","","Team Avatar","Ukano","Earth","(Hung Gar kung fu)","","High-ranking member of the Order of the White Lotus","","","Earth Kingdom","""The King of Omashu""","","André SogliuzzoKevin Ng (young Bumi)"
"https://avatar.fandom.com/wiki/Broadsword_man","https://static.wikia.nocookie.net/avatar/images/9/98/Broadsword_man.png/revision/latest?cb=20130630171553","Broadsword man","River village, Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","","","Dual broadswords","","","","","","","""The Swamp"" (only appearance)","","Joe Alaskey"
"https://avatar.fandom.com/wiki/The_Boulder","https://static.wikia.nocookie.net/avatar/images/7/70/The_Boulder.png/revision/latest?cb=20140317195145","The Boulder","Gaoling, Earth Kingdom","Earth Kingdom","","","","Green","Black","Tan","Man","","Toph Beifong","Ozai","Earth","(Hung Gar kung fu)","Professional earthbending fighterEarth Kingdom soldier (formerly)","","","","Earth Kingdom","""The Blind Bandit""","","Mick Foley"
"https://avatar.fandom.com/wiki/Bosco","https://static.wikia.nocookie.net/avatar/images/9/9b/Bosco.png/revision/latest?cb=20140517110638","Bosco","Eastern coast, Earth Kingdom","Earth Kingdom","","","Before 171 AG[2]","","","Brown","Male","","Earth King","Azula","","","","","","","","""City of Walls and Secrets""","","Clancy Brown"
"https://avatar.fandom.com/wiki/Boqin","https://static.wikia.nocookie.net/avatar/images/4/45/Boqin.png/revision/latest/scale-to-width-down/350?cb=20230419222122","Boqin","Earth Kingdom","Earth Kingdom","","","","","Black","Light","Man","","Earth Kingdom military","Fire Nation","Earth","","Military official","Commander of the prison rig","","","","Avatar: Generations (only appearance)","",""
"https://avatar.fandom.com/wiki/Boin","https://static.wikia.nocookie.net/avatar/images/5/5c/Boin.png/revision/latest?cb=20230512184402","Boin","Omashu, Earth Kingdom","Earth Kingdom","","","","Green","Dark","Dark brown","Man","","Nyanchi","","Earth","","","","","","","An Urgent Request (only appearance)","",""
"https://avatar.fandom.com/wiki/Biyu","https://static.wikia.nocookie.net/avatar/images/2/26/Biyu_smiles_mockingly.png/revision/latest?cb=20210730171947","Biyu","Earth Kingdom","Earth Kingdom","","","","Olive green","Brunette","Tanned","Woman","A Fire Army general's son (formerly)","Suki","Fire Nation","","","Thief","","","","","Suki, Alone (only appearance)","",""
"https://avatar.fandom.com/wiki/The_Big_Bad_Hippo","https://static.wikia.nocookie.net/avatar/images/d/df/The_Big_Bad_Hippo.png/revision/latest?cb=20140317211139","The Big Bad Hippo","Gaoling, Earth Kingdom","Earth Kingdom","","","","","Brown","","Man","","Team Avatar","Fire Nation","Earth","","Earth Kingdom soldierProfessional earthbending fighter (formerly)","","","","Earth Kingdom","""The Blind Bandit""","","Kevin Michael Richardson"
"https://avatar.fandom.com/wiki/Ben_Ta","","Ben Ta","Earth Kingdom","Earth Kingdom","","","","","","","Woman","","Armadillo Bears","Onomu","Earth","","Rebel","","","","","Adventure Booklet 3: Ash & Steel (only appearance)","",""
"https://avatar.fandom.com/wiki/Bathroom_attendant","https://static.wikia.nocookie.net/avatar/images/a/ae/Bathroom_attendant.png/revision/latest?cb=20150407110151","Bathroom attendant","Earth Kingdom","Earth Kingdom","","","","Olive green","Black","Lightly tanned","Man","","Earth Empire","Wu","Earth","","","","","","","""Reunion"" (only appearance)","","Jim Meskimen"
"https://avatar.fandom.com/wiki/Baraz_and_Ahnah","https://static.wikia.nocookie.net/avatar/images/8/87/Baraz_and_Ahnah.png/revision/latest/scale-to-width-down/350?cb=20150407110151","Baraz and Ahnah","Earth Kingdom","Fire Nation (Baraz)Water Tribe (Ahnah)","","","","","Black (Baraz)Brown (Ahnah)","","Man (Baraz)Woman (Ahnah)","","Bolin","Earth Empire","Fire (Baraz)Water (Ahnah)","(Baraz)","","","","","","""Reunion""","","Steve Blum (Baraz)Nika Futterman (Ahnah)"
"https://avatar.fandom.com/wiki/Ban_Buhai","","Ban Buhai","Earth Kingdom","Earth Kingdom","","","","","","","Man","","","","","","Spy","","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Baatar_Jr.","https://static.wikia.nocookie.net/avatar/images/4/45/Baatar_Jr..png/revision/latest?cb=20150409193510","Baatar Jr.","Zaofu, Earth Kingdom","Earth Kingdom","","","","Asparagus green","Dark brown (shaved on the sides)","Light tan","Man","Kuvira (fiancée; formerly)","Metal Clan","","Mecha suit","","EngineerSoldier (formerly)","Second-in-command of the Earth Empire military (formerly)","","","Beifong family","""The Metal Clan""","","Todd Haberkorn"
"https://avatar.fandom.com/wiki/Baatar","https://static.wikia.nocookie.net/avatar/images/d/dd/Baatar.png/revision/latest?cb=20150408115101","Baatar","Earth Kingdom","Earth Kingdom","","","","Olive","Gray (lighter gray at temples and fringe)","Light tan","Man","Suyin Beifong (wife)","Metal Clan","Earth Empire","","","Architect","","","","Beifong family","""The Metal Clan""","","Jim Meskimen"
"https://avatar.fandom.com/wiki/Ba_Sing_Se_University_student","https://static.wikia.nocookie.net/avatar/images/2/2c/Ba_Sing_Se_student.png/revision/latest?cb=20140422090140","Ba Sing Se University student","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","Blueish green","Black","","Man","","Zei","","","","College student","","","","","""City of Walls and Secrets"" (only appearance)","","Scott Menville"
"https://avatar.fandom.com/wiki/Ba_Sing_Se_airship_co-pilot","https://static.wikia.nocookie.net/avatar/images/0/03/Ba_Sing_Se_airship_co-pilot.png/revision/latest?cb=20140808223854","Ba Sing Se airship co-pilot","Earth Kingdom","Earth Kingdom","","","","","Graying","Light","Man","","captain","","","","Airman","","","","","""Long Live the Queen"" (only appearance)","","Jeff Bennett"
"https://avatar.fandom.com/wiki/Ba_Sing_Se_airship_captain","https://static.wikia.nocookie.net/avatar/images/1/11/Ba_Sing_Se_airship_captain.png/revision/latest?cb=20230611115652","Ba Sing Se airship captain","Earth Kingdom","Earth Kingdom","","","","","Graying","Light","Man","","co-pilot","","","","Airman","","","","","""Long Live the Queen"" (only appearance)","","Keythe Farley"
"https://avatar.fandom.com/wiki/Arik","https://static.wikia.nocookie.net/avatar/images/6/6f/Arik.png/revision/latest?cb=20140808184002","Arik","Earth Kingdom","Earth Kingdom","","","","Green","Brown","Tan","Man","","captain","","","","Airman","","","","","""Long Live the Queen"" (only appearance)","","David Kaufman"
"https://avatar.fandom.com/wiki/Aoma","https://static.wikia.nocookie.net/avatar/images/1/10/Aoma.png/revision/latest?cb=20230419110403","Aoma","Yokoya, Earth Kingdom","Yokoyan","","c. 312 BG","","Light green","Brown","Light","Woman","Yun (crush, formerly)[1]","Suzu","Kyoshi","Earth","","Farmer","","","","","""Nine Years Later""","",""
"https://avatar.fandom.com/wiki/Anri","","Anri","Earth Kingdom","Earth Kingdom","","","","","","","Woman","","Peng","","Earth","","ArtistCarnival performerCriminal","Criminal","","","","Avatar Legends: The Roleplaying Game - Core Book (only appearance)","",""
"https://avatar.fandom.com/wiki/Animal_control_officer","https://static.wikia.nocookie.net/avatar/images/5/58/Animal_control_officer.png/revision/latest?cb=20140504160655","Animal control officer","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","Black","","Man","","","Momo","","","Officer","","","","","""The Tales of Ba Sing Se""  (only appearance)","",""
"https://avatar.fandom.com/wiki/Aiwei","https://static.wikia.nocookie.net/avatar/images/0/07/Aiwei_reveals_Korra%27s_lie.png/revision/latest?cb=20140808130551","Aiwei","Zaofu, Earth Kingdom","Earth Kingdom","","","","Green","Gray","","Man","","","Suyin Beifong","Earth, metal","","Adviser of Suyin Beifong (formerly)","","","","Metal Clan (formerly)","""The Metal Clan""","","Maurice LaMarche"
"https://avatar.fandom.com/wiki/46th_Earth_King","https://static.wikia.nocookie.net/avatar/images/5/51/46th_Earth_King.png/revision/latest?cb=20130627160441","46th Earth King","Ba Sing Se, Earth Kingdom","Earth Kingdom","","","","","White","","Man","","Royal Earthbender Guards","Chin","","","","","","","Earth Kingdom","Escape from the Spirit World (only appearance)","",""
